Region,State,Order Date,Order_Year,Order_Month,Order_Day,Customer Segment,Product Category,Sales
East,Connecticut,2014-11-01,2014,11,1,Corporate,Technology,4373.8535
East,New York,2014-11-01,2014,11,1,Small Business,Technology,1680.977
East,New York,2014-11-01,2014,11,1,Small Business,Office Supplies,233.2
East,New Jersey,2014-11-01,2014,11,1,Corporate,Technology,2302.36
West,Oregon,2014-11-02,2014,11,2,Home Office,Technology,2484.7455
West,Arizona,2014-11-02,2014,11,2,Small Business,Furniture,7497.08
East,New York,2014-11-02,2014,11,2,Home Office,Office Supplies,52.7
West,Idaho,2014-11-02,2014,11,2,Small Business,Furniture,1134.2
West,Utah,2014-11-02,2014,11,2,Corporate,Technology,293.27
West,Utah,2014-11-03,2014,11,3,Small Business,Furniture,3329.27
West,California,2014-11-03,2014,11,3,Corporate,Technology,509.49
South,Arkansas,2014-11-03,2014,11,3,Home Office,Furniture,466.35
Central,Illinois,2014-11-05,2014,11,5,Small Business,Furniture,13104.992
East,Pennsylvania,2014-11-05,2014,11,5,Small Business,Furniture,3023.73
West,Washington,2014-11-05,2014,11,5,Consumer,Technology,337.2035
South,Arkansas,2014-11-05,2014,11,5,Corporate,Furniture,48.0
Central,Illinois,2014-11-05,2014,11,5,Small Business,Office Supplies,617.26
East,New Jersey,2014-11-06,2014,11,6,Home Office,Furniture,3532.96
West,Washington,2014-11-06,2014,11,6,Corporate,Furniture,152.44
Central,MO,2014-11-06,2014,11,6,Small Business,Technology,1196.7915
West,California,2014-11-07,2014,11,7,Consumer,Office Supplies,6831.72
West,Arizona,2014-11-07,2014,11,7,Consumer,Technology,13905.88
Central,Michigan,2014-11-07,2014,11,7,Home Office,Office Supplies,1463.27
Central,Michigan,2014-11-07,2014,11,7,Home Office,Technology,360.24
West,Utah,2014-11-07,2014,11,7,Corporate,Technology,616.39
South,North Carolina,2014-11-07,2014,11,7,Home Office,Office Supplies,149.64
East,Ohio,2014-11-08,2014,11,8,Corporate,Technology,1112.157
East,Ohio,2014-11-08,2014,11,8,Corporate,Technology,1865.5885
East,New York,2014-11-08,2014,11,8,Small Business,Furniture,6802.37
East,New York,2014-11-08,2014,11,8,Small Business,Office Supplies,240.27
East,Ohio,2014-11-08,2014,11,8,Corporate,Office Supplies,136.98
East,Ohio,2014-11-08,2014,11,8,Corporate,Office Supplies,225.17
Central,MO,2014-11-09,2014,11,9,Consumer,Technology,240.63
Central,Iowa,2014-11-09,2014,11,9,Home Office,Office Supplies,27.34
East,Maryland,2014-11-09,2014,11,9,Home Office,Technology,534.96
Central,Iowa,2014-11-09,2014,11,9,Home Office,Technology,683.68
West,California,2014-11-10,2014,11,10,Consumer,Furniture,208.77
Central,Wisconsin,2014-11-10,2014,11,10,Home Office,Office Supplies,223.82
South,Kentucky,2014-11-10,2014,11,10,Corporate,Technology,1154.89
Central,Wisconsin,2014-11-10,2014,11,10,Home Office,Technology,1154.14
Central,Iowa,2014-11-10,2014,11,10,Consumer,Office Supplies,608.33
East,Pennsylvania,2014-11-10,2014,11,10,Corporate,Office Supplies,311.08
Central,Wisconsin,2014-11-10,2014,11,10,Home Office,Office Supplies,122.09
Central,Wisconsin,2014-11-10,2014,11,10,Home Office,Technology,61.4635
Central,Illinois,2014-11-10,2014,11,10,Corporate,Technology,3310.9455
Central,Wisconsin,2014-11-10,2014,11,10,Home Office,Technology,2731.73
Central,Wisconsin,2014-11-10,2014,11,10,Home Office,Office Supplies,5176.27
Central,Wisconsin,2014-11-10,2014,11,10,Home Office,Office Supplies,679.52
East,Maine,2014-11-11,2014,11,11,Consumer,Furniture,1875.18
East,New Jersey,2014-11-11,2014,11,11,Consumer,Furniture,3587.72
East,Vermont,2014-11-11,2014,11,11,Consumer,Office Supplies,646.55
Central,Michigan,2014-11-12,2014,11,12,Corporate,Technology,1806.43
West,California,2014-11-12,2014,11,12,Small Business,Furniture,5979.84
West,Colorado,2014-11-12,2014,11,12,Small Business,Office Supplies,109.29
West,California,2014-11-12,2014,11,12,Small Business,Office Supplies,175.76
West,Colorado,2014-11-12,2014,11,12,Small Business,Office Supplies,2257.88
Central,Michigan,2014-11-12,2014,11,12,Small Business,Technology,181.66
Central,Illinois,2014-11-12,2014,11,12,Home Office,Furniture,3922.42
Central,Illinois,2014-11-12,2014,11,12,Home Office,Technology,1733.3625
East,West Virginia,2014-11-13,2014,11,13,Corporate,Furniture,14960.096
East,New York,2014-11-13,2014,11,13,Home Office,Office Supplies,49.49
East,New York,2014-11-13,2014,11,13,Home Office,Technology,404.1495
West,California,2014-11-14,2014,11,14,Home Office,Furniture,104.94
Central,Texas,2014-11-14,2014,11,14,Corporate,Office Supplies,142.97
South,Louisiana,2014-11-15,2014,11,15,Small Business,Technology,11039.75
East,Ohio,2014-11-15,2014,11,15,Consumer,Technology,718.6
Central,Kansas,2014-11-15,2014,11,15,Corporate,Office Supplies,71.04
South,Louisiana,2014-11-15,2014,11,15,Small Business,Furniture,4982.944
South,Alabama,2014-11-16,2014,11,16,Small Business,Technology,1383.919
East,MA,2014-11-16,2014,11,16,Corporate,Office Supplies,257.75
East,Connecticut,2014-11-16,2014,11,16,Corporate,Office Supplies,39.69
East,MA,2014-11-16,2014,11,16,Corporate,Technology,5139.882
Central,Illinois,2014-11-16,2014,11,16,Corporate,Furniture,544.41
Central,Illinois,2014-11-16,2014,11,16,Corporate,Furniture,844.09
West,Colorado,2014-11-16,2014,11,16,Corporate,Furniture,1765.64
West,Utah,2014-11-16,2014,11,16,Consumer,Office Supplies,199.24
Central,Illinois,2014-11-16,2014,11,16,Corporate,Technology,1311.25
West,Utah,2014-11-16,2014,11,16,Consumer,Technology,504.6705
West,Colorado,2014-11-16,2014,11,16,Corporate,Office Supplies,156.5
West,Colorado,2014-11-16,2014,11,16,Corporate,Technology,10134.55
East,New York,2014-11-17,2014,11,17,Home Office,Office Supplies,90.15
South,Florida,2014-11-17,2014,11,17,Corporate,Technology,2379.3285
East,New York,2014-11-17,2014,11,17,Home Office,Office Supplies,3581.52
West,California,2014-11-17,2014,11,17,Home Office,Office Supplies,202.42
South,Florida,2014-11-18,2014,11,18,Home Office,Furniture,620.23
East,Pennsylvania,2014-11-18,2014,11,18,Corporate,Furniture,401.37
East,Ohio,2014-11-18,2014,11,18,Corporate,Furniture,217.42
East,Ohio,2014-11-18,2014,11,18,Corporate,Office Supplies,195.11
South,Florida,2014-11-18,2014,11,18,Consumer,Furniture,9541.04
East,Ohio,2014-11-18,2014,11,18,Consumer,Office Supplies,614.91
West,Arizona,2014-11-18,2014,11,18,Corporate,Technology,416.39
South,Florida,2014-11-18,2014,11,18,Consumer,Technology,671.75
East,Ohio,2014-11-18,2014,11,18,Corporate,Technology,2738.785
East,Ohio,2014-11-18,2014,11,18,Corporate,Technology,157.13
West,Idaho,2014-11-18,2014,11,18,Small Business,Technology,1617.88
Central,Michigan,2014-11-18,2014,11,18,Corporate,Technology,195.96
East,Maryland,2014-11-19,2014,11,19,Consumer,Technology,1100.0
Central,Illinois,2014-11-19,2014,11,19,Corporate,Furniture,1323.67
South,Florida,2014-11-19,2014,11,19,Home Office,Technology,554.4295
Central,Illinois,2014-11-19,2014,11,19,Small Business,Furniture,440.92
South,Florida,2014-11-19,2014,11,19,Consumer,Office Supplies,114.94
South,Arkansas,2014-11-19,2014,11,19,Corporate,Office Supplies,1503.49
South,Florida,2014-11-19,2014,11,19,Home Office,Office Supplies,94.32
West,Montana,2014-11-19,2014,11,19,Small Business,Office Supplies,3.2
South,Arkansas,2014-11-19,2014,11,19,Corporate,Technology,2337.03
South,Arkansas,2014-11-19,2014,11,19,Corporate,Technology,10.62
Central,Michigan,2014-11-19,2014,11,19,Small Business,Technology,7813.7
South,Arkansas,2014-11-19,2014,11,19,Corporate,Furniture,29345.27
Central,Iowa,2014-11-19,2014,11,19,Corporate,Office Supplies,114.28
Central,Michigan,2014-11-19,2014,11,19,Small Business,Office Supplies,164.92
Central,Iowa,2014-11-19,2014,11,19,Corporate,Office Supplies,1889.04
Central,Minnesota,2014-11-19,2014,11,19,Corporate,Technology,15602.93
Central,Iowa,2014-11-19,2014,11,19,Corporate,Office Supplies,301.36
South,Tennessee,2014-11-20,2014,11,20,Small Business,Furniture,1901.29
South,Tennessee,2014-11-20,2014,11,20,Small Business,Office Supplies,305.68
West,California,2014-11-21,2014,11,21,Small Business,Office Supplies,176.58
West,California,2014-11-21,2014,11,21,Small Business,Technology,1121.84
South,Alabama,2014-11-21,2014,11,21,Consumer,Furniture,102.15
West,Oregon,2014-11-21,2014,11,21,Home Office,Office Supplies,125.27
East,Maryland,2014-11-22,2014,11,22,Home Office,Office Supplies,203.55
East,Maryland,2014-11-22,2014,11,22,Home Office,Office Supplies,159.26
South,Georgia,2014-11-22,2014,11,22,Home Office,Office Supplies,273.89
Central,Wisconsin,2014-11-22,2014,11,22,Consumer,Technology,10567.45
Central,Wisconsin,2014-11-22,2014,11,22,Consumer,Furniture,5181.08
Central,Wisconsin,2014-11-22,2014,11,22,Consumer,Furniture,1679.04
South,Georgia,2014-11-22,2014,11,22,Home Office,Office Supplies,107.63
Central,Wisconsin,2014-11-22,2014,11,22,Consumer,Technology,2055.97
Central,Minnesota,2014-11-23,2014,11,23,Corporate,Office Supplies,68.66
West,California,2014-11-24,2014,11,24,Corporate,Office Supplies,1147.64
East,New Jersey,2014-11-24,2014,11,24,Corporate,Technology,436.78
Central,Illinois,2014-11-25,2014,11,25,Small Business,Furniture,8380.22
Central,Illinois,2014-11-25,2014,11,25,Small Business,Office Supplies,19325.2
South,Florida,2014-11-25,2014,11,25,Consumer,Office Supplies,40.24
Central,Texas,2014-11-25,2014,11,25,Small Business,Office Supplies,156.66
South,Virginia,2014-11-26,2014,11,26,Corporate,Office Supplies,1580.57
Central,Wisconsin,2014-11-26,2014,11,26,Home Office,Office Supplies,262.31
Central,Wisconsin,2014-11-26,2014,11,26,Home Office,Office Supplies,431.37
Central,Wisconsin,2014-11-26,2014,11,26,Home Office,Furniture,1696.7
Central,Wisconsin,2014-11-26,2014,11,26,Home Office,Office Supplies,514.03
East,MA,2014-11-26,2014,11,26,Small Business,Office Supplies,54.32
South,Florida,2014-11-26,2014,11,26,Consumer,Office Supplies,76.6
Central,Wisconsin,2014-11-26,2014,11,26,Small Business,Technology,4393.75
West,Oregon,2014-11-27,2014,11,27,Small Business,Technology,21366.51
Central,MO,2014-11-27,2014,11,27,Consumer,Furniture,12.74
West,Oregon,2014-11-27,2014,11,27,Small Business,Office Supplies,320.04
Central,MO,2014-11-27,2014,11,27,Consumer,Office Supplies,136.85
West,Oregon,2014-11-27,2014,11,27,Small Business,Office Supplies,88.57
West,Oregon,2014-11-27,2014,11,27,Small Business,Office Supplies,73.97
West,California,2014-11-28,2014,11,28,Corporate,Furniture,52.43
South,Louisiana,2014-11-28,2014,11,28,Consumer,Furniture,138.71
West,California,2014-11-28,2014,11,28,Corporate,Office Supplies,254.51
West,Idaho,2014-11-28,2014,11,28,Corporate,Office Supplies,431.11
West,Idaho,2014-11-28,2014,11,28,Corporate,Office Supplies,54.22
East,West Virginia,2014-11-29,2014,11,29,Corporate,Office Supplies,75.94
East,New York,2014-11-29,2014,11,29,Small Business,Technology,667.64
West,California,2014-11-29,2014,11,29,Corporate,Furniture,246.06
West,California,2014-11-29,2014,11,29,Corporate,Office Supplies,41.87
West,Idaho,2014-11-29,2014,11,29,Small Business,Office Supplies,10094.43
East,Pennsylvania,2014-11-30,2014,11,30,Corporate,Office Supplies,155.78
Central,Minnesota,2014-11-30,2014,11,30,Small Business,Office Supplies,1765.05
East,New Jersey,2014-11-30,2014,11,30,Home Office,Office Supplies,24.2
East,Maine,2014-11-30,2014,11,30,Home Office,Technology,524.212
East,Pennsylvania,2014-12-01,2014,12,1,Home Office,Office Supplies,531.48
Central,Iowa,2014-12-01,2014,12,1,Small Business,Office Supplies,1150.3
East,Pennsylvania,2014-12-01,2014,12,1,Home Office,Furniture,3524.55
East,Pennsylvania,2014-12-01,2014,12,1,Home Office,Furniture,890.61
East,Pennsylvania,2014-12-01,2014,12,1,Home Office,Office Supplies,13.96
East,Pennsylvania,2014-12-01,2014,12,1,Home Office,Office Supplies,64.19
Central,Iowa,2014-12-01,2014,12,1,Small Business,Technology,271.14
East,Ohio,2014-12-02,2014,12,2,Corporate,Office Supplies,449.79
East,Ohio,2014-12-02,2014,12,2,Corporate,Furniture,267.06
East,Maryland,2014-12-02,2014,12,2,Consumer,Office Supplies,6648.58
South,Georgia,2014-12-02,2014,12,2,Consumer,Office Supplies,472.35
East,New York,2014-12-02,2014,12,2,Corporate,Technology,450.28
West,Oregon,2014-12-02,2014,12,2,Corporate,Technology,953.0455
South,North Carolina,2014-12-03,2014,12,3,Home Office,Office Supplies,15.61
West,Oregon,2014-12-03,2014,12,3,Small Business,Office Supplies,126.57
East,Ohio,2014-12-03,2014,12,3,Consumer,Technology,617.219
West,California,2014-12-03,2014,12,3,Corporate,Technology,1947.4265
South,North Carolina,2014-12-03,2014,12,3,Home Office,Office Supplies,47.11
Central,MO,2014-12-04,2014,12,4,Corporate,Technology,54.8
Central,MO,2014-12-04,2014,12,4,Corporate,Office Supplies,1038.19
Central,Texas,2014-12-04,2014,12,4,Home Office,Office Supplies,670.02
Central,Indiana,2014-12-04,2014,12,4,Corporate,Technology,1127.81
South,Mississippi,2014-12-04,2014,12,4,Home Office,Technology,6072.1875
East,Ohio,2014-12-05,2014,12,5,Corporate,Office Supplies,1413.82
East,Ohio,2014-12-05,2014,12,5,Corporate,Office Supplies,56.9
West,California,2014-12-05,2014,12,5,Small Business,Office Supplies,66.83
East,Ohio,2014-12-05,2014,12,5,Corporate,Office Supplies,308.92
South,Alabama,2014-12-05,2014,12,5,Home Office,Office Supplies,118.43
West,California,2014-12-06,2014,12,6,Consumer,Technology,3448.6455
East,Maryland,2014-12-06,2014,12,6,Consumer,Technology,598.49
West,Arizona,2014-12-06,2014,12,6,Corporate,Furniture,251.45
West,California,2014-12-06,2014,12,6,Consumer,Office Supplies,1733.1
East,Pennsylvania,2014-12-07,2014,12,7,Small Business,Furniture,782.05
Central,Indiana,2014-12-07,2014,12,7,Home Office,Office Supplies,7608.88
East,New Jersey,2014-12-07,2014,12,7,Corporate,Office Supplies,1412.98
East,New Jersey,2014-12-07,2014,12,7,Corporate,Technology,19539.94
Central,Texas,2014-12-07,2014,12,7,Corporate,Technology,2795.004
Central,Texas,2014-12-07,2014,12,7,Corporate,Furniture,2573.92
Central,Indiana,2014-12-07,2014,12,7,Home Office,Furniture,1270.03
East,New York,2014-12-07,2014,12,7,Home Office,Office Supplies,36.4
East,New York,2014-12-07,2014,12,7,Home Office,Office Supplies,176.35
Central,Texas,2014-12-07,2014,12,7,Corporate,Technology,727.64
Central,Texas,2014-12-07,2014,12,7,Corporate,Technology,2564.5775
Central,Texas,2014-12-07,2014,12,7,Corporate,Office Supplies,382.19
West,Oregon,2014-12-07,2014,12,7,Small Business,Office Supplies,341.39
East,Maine,2014-12-08,2014,12,8,Consumer,Furniture,194.11
South,South Carolina,2014-12-08,2014,12,8,Consumer,Office Supplies,750.39
South,Florida,2014-12-08,2014,12,8,Home Office,Technology,1978.4345
South,Florida,2014-12-08,2014,12,8,Home Office,Office Supplies,1717.88
South,South Carolina,2014-12-08,2014,12,8,Consumer,Office Supplies,18.46
East,MA,2014-12-08,2014,12,8,Consumer,Technology,183.32
Central,MO,2014-12-09,2014,12,9,Home Office,Office Supplies,170.45
West,California,2014-12-09,2014,12,9,Consumer,Technology,268.55
Central,MO,2014-12-09,2014,12,9,Home Office,Office Supplies,350.42
South,Louisiana,2014-12-09,2014,12,9,Home Office,Office Supplies,330.27
Central,Texas,2014-12-09,2014,12,9,Consumer,Furniture,686.2
Central,Texas,2014-12-09,2014,12,9,Consumer,Technology,1274.5155
South,North Carolina,2014-12-10,2014,12,10,Corporate,Office Supplies,48.05
Central,Texas,2014-12-10,2014,12,10,Consumer,Furniture,7341.96
West,California,2014-12-10,2014,12,10,Home Office,Furniture,8225.24
East,New York,2014-12-10,2014,12,10,Home Office,Office Supplies,187.13
West,California,2014-12-10,2014,12,10,Home Office,Office Supplies,140.37
East,Maryland,2014-12-10,2014,12,10,Consumer,Furniture,951.09
West,California,2014-12-10,2014,12,10,Home Office,Furniture,5921.74
East,New Jersey,2014-12-10,2014,12,10,Small Business,Office Supplies,294.52
West,California,2014-12-10,2014,12,10,Home Office,Technology,68.16
West,California,2014-12-10,2014,12,10,Home Office,Furniture,1212.928
West,Idaho,2014-12-11,2014,12,11,Consumer,Office Supplies,68.42
West,California,2014-12-11,2014,12,11,Corporate,Office Supplies,268.58
East,New York,2014-12-11,2014,12,11,Corporate,Technology,12858.88
West,California,2014-12-11,2014,12,11,Corporate,Furniture,1280.65
West,Idaho,2014-12-11,2014,12,11,Consumer,Furniture,5526.16
East,New York,2014-12-11,2014,12,11,Corporate,Furniture,146.69
West,Idaho,2014-12-11,2014,12,11,Consumer,Office Supplies,236.89
South,Kentucky,2014-12-12,2014,12,12,Home Office,Office Supplies,364.69
South,Kentucky,2014-12-12,2014,12,12,Home Office,Technology,86.3
West,Colorado,2014-12-13,2014,12,13,Corporate,Furniture,11764.25
West,Colorado,2014-12-13,2014,12,13,Corporate,Furniture,25.17
West,Colorado,2014-12-13,2014,12,13,Corporate,Office Supplies,208.47
East,New Hampshire,2014-12-14,2014,12,14,Corporate,Furniture,3577.11
Central,Iowa,2014-12-14,2014,12,14,Corporate,Office Supplies,8289.51
Central,Iowa,2014-12-14,2014,12,14,Corporate,Office Supplies,19.0
South,Florida,2014-12-15,2014,12,15,Small Business,Furniture,2039.33
West,Idaho,2014-12-15,2014,12,15,Consumer,Office Supplies,231.21
South,North Carolina,2014-12-16,2014,12,16,Corporate,Office Supplies,312.05
Central,Texas,2014-12-16,2014,12,16,Corporate,Office Supplies,371.95
Central,Illinois,2014-12-16,2014,12,16,Home Office,Office Supplies,600.22
South,Arkansas,2014-12-16,2014,12,16,Home Office,Furniture,1069.85
East,New York,2014-12-16,2014,12,16,Consumer,Office Supplies,5228.2
Central,Texas,2014-12-16,2014,12,16,Corporate,Office Supplies,96.07
East,New York,2014-12-16,2014,12,16,Consumer,Technology,7174.9435
East,New York,2014-12-16,2014,12,16,Consumer,Office Supplies,1359.74
Central,Texas,2014-12-17,2014,12,17,Corporate,Office Supplies,452.15
Central,Texas,2014-12-17,2014,12,17,Corporate,Office Supplies,137.5
East,New York,2014-12-17,2014,12,17,Corporate,Technology,405.3395
West,California,2014-12-17,2014,12,17,Home Office,Office Supplies,346.2
South,Tennessee,2014-12-17,2014,12,17,Consumer,Office Supplies,173.22
South,Arkansas,2014-12-17,2014,12,17,Corporate,Office Supplies,4152.12
West,California,2014-12-17,2014,12,17,Home Office,Furniture,85.96
West,California,2014-12-17,2014,12,17,Small Business,Furniture,1283.68
South,Arkansas,2014-12-17,2014,12,17,Home Office,Office Supplies,213.49
West,California,2014-12-17,2014,12,17,Home Office,Office Supplies,475.52
West,California,2014-12-17,2014,12,17,Small Business,Office Supplies,169.46
Central,Texas,2014-12-17,2014,12,17,Corporate,Technology,5744.24
East,New York,2014-12-17,2014,12,17,Corporate,Office Supplies,28.34
West,New Mexico,2014-12-18,2014,12,18,Home Office,Office Supplies,138.95
East,MA,2014-12-18,2014,12,18,Corporate,Office Supplies,162.25
South,Virginia,2014-12-18,2014,12,18,Corporate,Office Supplies,315.45
South,Tennessee,2014-12-18,2014,12,18,Corporate,Office Supplies,10.59
West,New Mexico,2014-12-18,2014,12,18,Home Office,Technology,5678.5525
South,Virginia,2014-12-18,2014,12,18,Corporate,Furniture,7413.29
South,Virginia,2014-12-18,2014,12,18,Corporate,Office Supplies,60.02
Central,MO,2014-12-18,2014,12,18,Consumer,Office Supplies,54.3
Central,Texas,2014-12-18,2014,12,18,Home Office,Office Supplies,941.13
East,Ohio,2014-12-18,2014,12,18,Small Business,Office Supplies,76.42
West,California,2014-12-18,2014,12,18,Corporate,Technology,3713.0125
Central,Indiana,2014-12-18,2014,12,18,Corporate,Furniture,543.22
Central,Indiana,2014-12-18,2014,12,18,Corporate,Furniture,813.9
Central,Indiana,2014-12-18,2014,12,18,Corporate,Furniture,1773.86
East,Maryland,2014-12-19,2014,12,19,Small Business,Furniture,2638.79
South,South Carolina,2014-12-19,2014,12,19,Corporate,Technology,2893.31
West,California,2014-12-19,2014,12,19,Corporate,Office Supplies,211.97
South,South Carolina,2014-12-19,2014,12,19,Corporate,Furniture,3923.27
East,Maryland,2014-12-20,2014,12,20,Consumer,Office Supplies,725.8
Central,Minnesota,2014-12-20,2014,12,20,Small Business,Office Supplies,278.01
Central,Wisconsin,2014-12-20,2014,12,20,Home Office,Technology,3853.47
Central,Nebraska,2014-12-20,2014,12,20,Small Business,Technology,2544.985
East,Vermont,2014-12-20,2014,12,20,Corporate,Furniture,539.21
Central,Wisconsin,2014-12-20,2014,12,20,Home Office,Office Supplies,28.23
East,New Hampshire,2014-12-20,2014,12,20,Home Office,Office Supplies,160.11
Central,Minnesota,2014-12-20,2014,12,20,Small Business,Office Supplies,248.86
South,Florida,2014-12-20,2014,12,20,Small Business,Office Supplies,70.02
East,MA,2014-12-21,2014,12,21,Home Office,Furniture,26622.55
East,MA,2014-12-21,2014,12,21,Small Business,Office Supplies,229.43
East,New Jersey,2014-12-21,2014,12,21,Small Business,Office Supplies,1200.13
West,Utah,2014-12-21,2014,12,21,Consumer,Office Supplies,304.52
West,California,2014-12-21,2014,12,21,Home Office,Office Supplies,115.43
Central,Texas,2014-12-21,2014,12,21,Corporate,Office Supplies,1756.11
East,New Hampshire,2014-12-22,2014,12,22,Small Business,Office Supplies,72.75
East,Ohio,2014-12-22,2014,12,22,Corporate,Office Supplies,116.94
East,Ohio,2014-12-22,2014,12,22,Corporate,Office Supplies,92.31
East,Maine,2014-12-22,2014,12,22,Home Office,Office Supplies,311.38
East,Ohio,2014-12-22,2014,12,22,Home Office,Furniture,6746.312
Central,Kansas,2014-12-24,2014,12,24,Consumer,Office Supplies,3800.4
East,New York,2014-12-24,2014,12,24,Small Business,Furniture,389.52
East,New York,2014-12-24,2014,12,24,Small Business,Furniture,510.56
East,Ohio,2014-12-24,2014,12,24,Consumer,Office Supplies,317.82
South,Alabama,2014-12-24,2014,12,24,Consumer,Office Supplies,28.41
Central,Kansas,2014-12-24,2014,12,24,Small Business,Office Supplies,761.23
Central,Illinois,2014-12-24,2014,12,24,Corporate,Technology,3019.41
East,New Hampshire,2014-12-25,2014,12,25,Home Office,Office Supplies,188.93
East,New Hampshire,2014-12-25,2014,12,25,Home Office,Furniture,1410.93
South,North Carolina,2014-12-25,2014,12,25,Corporate,Office Supplies,170.82
South,North Carolina,2014-12-25,2014,12,25,Corporate,Office Supplies,1609.69
West,California,2014-12-25,2014,12,25,Consumer,Furniture,4768.59
East,New Jersey,2014-12-25,2014,12,25,Home Office,Furniture,3364.248
West,California,2014-12-25,2014,12,25,Consumer,Office Supplies,117.77
East,Pennsylvania,2014-12-26,2014,12,26,Small Business,Office Supplies,234.2
South,Louisiana,2014-12-26,2014,12,26,Consumer,Technology,448.3665
West,Washington,2014-12-27,2014,12,27,Small Business,Office Supplies,151.19
West,Washington,2014-12-27,2014,12,27,Small Business,Office Supplies,2072.12
South,Georgia,2014-12-28,2014,12,28,Corporate,Office Supplies,980.07
West,Montana,2014-12-29,2014,12,29,Corporate,Furniture,166.17
East,New Jersey,2014-12-29,2014,12,29,Corporate,Office Supplies,36.74
East,Maine,2014-12-29,2014,12,29,Corporate,Furniture,3467.28
East,MA,2014-12-29,2014,12,29,Corporate,Office Supplies,183.08
West,California,2014-12-29,2014,12,29,Home Office,Office Supplies,57.22
West,California,2014-12-29,2014,12,29,Home Office,Office Supplies,162.0
West,California,2014-12-29,2014,12,29,Home Office,Technology,3410.1575
East,Maine,2014-12-30,2014,12,30,Corporate,Technology,282.58
Central,Iowa,2014-12-30,2014,12,30,Consumer,Office Supplies,239.86
East,New Hampshire,2014-12-30,2014,12,30,Small Business,Office Supplies,155.86
Central,Iowa,2014-12-30,2014,12,30,Consumer,Technology,1269.79
Central,Illinois,2014-12-30,2014,12,30,Small Business,Technology,835.55
Central,Illinois,2014-12-30,2014,12,30,Small Business,Furniture,6641.14
South,Florida,2014-12-30,2014,12,30,Corporate,Office Supplies,209.33
West,Utah,2014-12-30,2014,12,30,Corporate,Office Supplies,852.75
West,Utah,2014-12-30,2014,12,30,Corporate,Office Supplies,172.33
East,Vermont,2014-12-30,2014,12,30,Small Business,Technology,362.75
Central,Illinois,2014-12-30,2014,12,30,Small Business,Furniture,10469.03
Central,MO,2014-12-31,2014,12,31,Home Office,Office Supplies,1339.25
Central,Oklahoma,2014-12-31,2014,12,31,Home Office,Technology,11532.99
Central,Oklahoma,2014-12-31,2014,12,31,Home Office,Office Supplies,146.1
West,Arizona,2014-12-31,2014,12,31,Home Office,Office Supplies,241.85
East,MA,2014-12-31,2014,12,31,Small Business,Technology,60.5625
Central,Illinois,2014-12-31,2014,12,31,Home Office,Technology,61.8715
Central,Kansas,2015-01-01,2015,1,1,Corporate,Office Supplies,187.88
Central,Kansas,2015-01-01,2015,1,1,Corporate,Technology,2354.8
Central,Illinois,2015-01-02,2015,1,2,Corporate,Office Supplies,192.58
West,Arizona,2015-01-02,2015,1,2,Small Business,Office Supplies,279.4
West,Idaho,2015-01-02,2015,1,2,Small Business,Technology,7325.63
West,Nevada,2015-01-03,2015,1,3,Corporate,Office Supplies,741.57
West,California,2015-01-03,2015,1,3,Consumer,Technology,3668.28
East,MA,2015-01-03,2015,1,3,Corporate,Furniture,5859.25
West,Nevada,2015-01-03,2015,1,3,Corporate,Office Supplies,10.39
Central,Illinois,2015-01-03,2015,1,3,Consumer,Technology,1170.025
South,Kentucky,2015-01-03,2015,1,3,Home Office,Technology,2354.15
West,Colorado,2015-01-03,2015,1,3,Home Office,Office Supplies,69.38
West,Colorado,2015-01-03,2015,1,3,Home Office,Office Supplies,3353.54
South,Arkansas,2015-01-04,2015,1,4,Corporate,Furniture,172.04
South,Florida,2015-01-04,2015,1,4,Home Office,Furniture,3531.75
South,Arkansas,2015-01-04,2015,1,4,Corporate,Office Supplies,1724.82
West,Oregon,2015-01-04,2015,1,4,Small Business,Office Supplies,452.28
West,Oregon,2015-01-04,2015,1,4,Small Business,Office Supplies,55.82
South,Arkansas,2015-01-04,2015,1,4,Corporate,Office Supplies,113.14
South,Florida,2015-01-04,2015,1,4,Home Office,Technology,500.5
South,Arkansas,2015-01-04,2015,1,4,Consumer,Furniture,742.8
South,Kentucky,2015-01-04,2015,1,4,Home Office,Office Supplies,12723.95
Central,Wisconsin,2015-01-05,2015,1,5,Corporate,Technology,4962.05
Central,Texas,2015-01-05,2015,1,5,Consumer,Furniture,120.53
East,MA,2015-01-05,2015,1,5,Corporate,Office Supplies,2160.27
East,New Jersey,2015-01-05,2015,1,5,Corporate,Office Supplies,550.93
East,New Jersey,2015-01-05,2015,1,5,Corporate,Technology,1319.421
East,New Jersey,2015-01-05,2015,1,5,Corporate,Office Supplies,169.22
East,Connecticut,2015-01-05,2015,1,5,Home Office,Office Supplies,1666.0
East,MA,2015-01-05,2015,1,5,Home Office,Office Supplies,453.98
Central,Wisconsin,2015-01-05,2015,1,5,Corporate,Office Supplies,192.39
Central,Oklahoma,2015-01-05,2015,1,5,Consumer,Office Supplies,154.44
East,New York,2015-01-05,2015,1,5,Corporate,Office Supplies,79.81
East,New York,2015-01-05,2015,1,5,Corporate,Office Supplies,41.94
East,New York,2015-01-05,2015,1,5,Corporate,Office Supplies,89.25
Central,Kansas,2015-01-05,2015,1,5,Corporate,Technology,2323.36
Central,Indiana,2015-01-06,2015,1,6,Home Office,Office Supplies,1483.49
